Customer.Name,total_sales,total_profit,order_count
Thomas Thornton,8571.0,790.5754499999999,21
Tom Boeckenhauer,7270.5,-206.86905000000007,21
Tracy Zic,8005.5,1186.7152499999997,21
Chris McAfee,8437.5,1552.3209599999998,21
Kelly Lampkin,5448.0,317.5923,21
Angele Hood,7003.5,805.2203999999999,21
Daniel Lacy,7044.0,706.4139,21
Candace McMahon,9048.0,-1798.1526,21
Shaun Chance,3601.5,787.26555,21
Michael Nguyen,4891.5,-172.80465,21
John Lucas,5929.5,423.2309999999999,21
Fred Chung,6186.0,959.04375,21
Eileen Kiefer,4611.0,-367.089,21
Roy Skaria,6138.0,557.43042,21
Natalie Webber,6298.5,588.4147499999999,21
Berenike Kampe,9528.0,1425.65925,21
Carlos Meador,10552.5,1605.9504,21
Carlos Daly,6043.5,1768.7033999999999,21
Christine Abelman,6030.0,990.33204,21
Vivian Mathis,2499.0,294.38085,21
Nick Zandusky,9319.5,738.5660999999999,21
Nicole Fjeld,7738.5,990.4473,21
Ralph Kennedy,5989.5,-766.9559700000001,21
Maribeth Yedwab,9151.5,2143.3586999999998,21
Shirley Schmidt,8098.5,-26.53199999999996,21
Cathy Hwang,7299.0,701.46405,21
Jim Radford,16533.0,-1488.78,21
Bradley Nguyen,4410.0,998.35416,21
Dianna Vittorini,4533.0,1275.0354,21
Matt Collister,5803.5,585.5922,21
Linda Southworth,5851.5,-87.71961000000009,21
Ralph Arnett,11298.0,2726.53545,21
Erica Hackney,6601.5,756.52605,21
Erin Creighton,4867.5,643.6510499999999,20
Nora Paige,4252.5,981.41235,20
Arianne Irving,4197.0,1007.50335,20
Corinna Mitchell,7125.0,352.25160000000017,20
Guy Armstrong,2772.0,272.7327,20
Benjamin Venier,8052.0,1259.0191499999999,20
Amy Hunt,5197.5,-553.7916,20
Stephanie Ulpright,2677.5,-428.3601,20
Matthew Grinstein,5127.0,634.5642,20
John Stevenson,7318.5,422.4234,20
Toby Braunhardt,5116.5,993.8068499999999,20
Adrian Shami,5322.0,-68.8276499999999,20
Annie Zypern,3558.0,267.38730000000004,20
Robert Dilbeck,14992.5,5050.7199,20
Liz MacKendrick,4459.5,131.60385,20
Anne Pryor,10098.0,1897.8573,20
Allen Rosenblatt,6315.0,-398.28794999999997,20
Jennifer Jackson,10297.5,909.6744000000001,20
Nicole Hansen,6010.5,1697.4060000000002,20
Jack O'Briant,6439.5,1584.9798,20
Janet Lee,10876.5,3410.6955,20
Sandra Flanagan,4713.0,1329.51105,20
Roy Collins,4548.0,434.87295000000006,20
John Dryer,8229.0,-512.75031,20
Lindsay Castell,9280.5,1069.4647499999999,20
Tim Taslimi,3613.5,423.2058,20
Eva Jacobs,6708.0,542.1957,20
Harold Pawlan,5647.5,844.5233999999999,20
Pauline Johnson,5563.5,900.24939,20
Susan Gilcrest,8482.5,585.04695,20
Anna Chung,4306.5,-790.4676000000001,20
Duane Benoit,8259.0,-102.61004999999989,20
Grace Kelly,9046.5,2408.77275,20
Thomas Brumley,4485.0,687.48768,19
Luke Weiss,4716.0,-387.03809999999993,19
Allen Armold,3895.5,1008.0656999999999,19
Lynn Smith,4788.0,943.3716000000001,19
Craig Molinari,3267.0,435.978,19
Jill Stevenson,3871.5,-517.8999,19
Sean Miller,40897.5,-1870.056,19
Edward Becker,6303.0,1052.10555,19
Sally Knutson,6688.5,1250.7775499999998,19
Eudokia Martin,6252.0,267.2175,19
Andy Gerbode,7627.5,76.87620000000011,19
Richard Eichhorn,9943.5,1988.14695,19
Christopher Schild,6597.0,1892.20155,19
Patrick Bzostek,6636.0,857.8416,19
Don Miller,9289.5,-2208.1299,19
Kristina Nunn,9151.5,1955.57655,19
Susan MacKendrick,6696.0,1407.7485,19
Ken Dana,11814.0,2393.9781000000003,19
Anemone Ratner,8844.0,1428.35775,19
Christina VanderZanden,7078.5,978.62877,19
Russell D'Ascenzo,8406.0,373.73145,19
George Zrebassa,7272.0,1605.0123,19
Jeremy Ellison,8287.5,1758.363,19
Stephanie Phelps,8026.5,2499.2976,19
Shaun Weien,7801.5,1050.1551000000002,19
Craig Carroll,6229.5,-475.80449999999985,19
Bobby Trafton,7489.5,257.74545,19
Matt Hagelstein,6150.0,-215.03085000000007,19
Ritsa Hightower,13051.5,2763.2241,19
Nick Crebassa,5532.0,831.17985,19
Nat Gilpin,5626.5,1096.48095,19
Sharelle Roach,12468.0,-3523.2830400000003,19
Henia Zydlo,5671.5,916.4574,19
Amy Cox,13398.0,3499.9953,19
Victoria Pisteka,12861.0,3971.5578,19
Don Weiss,9541.5,1520.0538,18
Andrew Allen,16401.0,1328.42805,18
Quincy Jones,21775.5,4719.34755,18
Neil Französisch,2458.5,535.5391500000001,18
Hunter Lopez,21753.0,7767.3732,18
Patrick Jones,17856.0,6642.72675,18
Edward Nazzal,4039.5,194.05259999999998,18
Claire Gute,3463.5,451.74105000000003,18
Ralph Ritter,8596.5,1321.45575,18
Brooke Gillingham,3294.0,111.15539999999999,18
Hallie Redmond,10567.5,752.6304,18
Bill Stewart,9118.5,268.98195,18
Pauline Chand,3414.0,789.4488,18
Ann Steele,3852.0,1235.4423,18
Erin Mull,3286.5,341.80451999999997,18
Brian Thompson,5047.5,-692.38725,18
Neil Ducich,8079.0,2204.385,18
Jennifer Ferguson,6060.0,1820.3693999999998,18
Larry Hughes,5509.5,-396.34395,18
Roland Murray,6586.5,1453.87374,18
Toby Ritter,6642.0,1255.4325000000001,18
Jack Garza,5962.5,-166.86149999999998,18
Sibella Parks,5922.0,902.1447000000001,18
Karen Seio,4755.0,1102.1112,18
Stuart Calhoun,7177.5,1293.5082,18
Michelle Huthwaite,5442.0,-4.308899999999994,18
Astrea Jones,5350.5,1084.15785,18
Jesus Ocampo,2899.5,289.41285000000005,17
Brendan Dodson,9664.5,1982.15865,17
Kean Thornton,5857.5,-275.6160000000001,17
Barry Pond,3507.0,286.2864,17
Emily Grady,7311.0,1067.8267799999999,17
Ionia McGrath,1983.0,472.14959999999996,17
Thais Sissman,1734.0,404.98470000000003,17
Catherine Glotzbach,3721.5,331.2315,17
Jocasta Rupert,9819.0,-407.22372000000007,17
Eric Barreto,7588.5,1634.7519000000002,17
Lena Cacioppo,6969.0,315.0945,17
Nicole Brennan,6913.5,-167.27160000000003,17
David Bremer,7278.0,-2083.89507,17
Katherine Ducich,8154.0,1639.8726,17
Christy Brittain,7278.0,1329.8816400000003,17
Sarah Bern,5350.5,-498.1019999999999,16
Kalyca Meade,4303.5,719.97705,16
Clay Rozendal,8470.5,1202.2987500000002,16
Sylvia Foulston,6976.5,1532.05005,16
Greg Maxwell,1573.5,155.05275,16
Cari Schnelling,4639.5,1185.82875,16
Barry Weirich,3933.0,-269.30909999999994,16
Cindy Stewart,11718.0,-8963.25345,16
Joni Sundaresam,3550.5,-380.45340000000004,16
Lisa Hazard,5983.5,663.3049500000001,15
Todd Boyes,2617.5,375.32354999999995,15
Duane Huffman,4468.5,816.6430500000001,15
Emily Burns,4581.0,112.20974999999997,15
David Flashing,6681.0,215.25134999999995,15
Gary Mitchum,5080.5,1030.9737,14
Paul Knutson,1984.5,305.0589,14
Andy Yotov,2347.5,590.56656,14
Peter Bühler,6600.0,1598.1342,14
Liz Willingham,3898.5,-564.82425,14
Dorris liebe,5959.5,1099.4552999999999,14
Sean Braxton,15279.0,-731.9135999999999,13
Vivek Sundaresam,6529.5,675.12945,13
Andy Reiter,9478.5,3991.8071999999997,13
Nathan Cano,3162.0,741.43725,12
Darren Budd,12880.5,879.0322499999999,12
Allen Goldenen,3355.5,135.5769,11
Michael Oakman,5580.0,-82.938,11
